rank,lemma,pos,zipf
3179,edinburgh,noun,4.28
3180,equipped,adjective,4.28
3181,expanded,adjective,4.28
3182,experimental,adjective,4.28
3183,feeding,noun,4.28
3184,filter,verb,4.28
3185,galaxy,noun,4.28
3186,globe,noun,4.28
3187,greece,noun,4.28
3188,gulf,noun,4.28
3189,intent,noun,4.28
3190,judgment,noun,4.28
3191,kennedy,noun,4.28
3192,knight,noun,4.28
3193,logo,noun,4.28
3194,malaysia,noun,4.28
3195,mature,adjective,4.28
3196,moore,noun,4.28
3197,nazi,noun,4.28
3198,netherlands,noun,4.28
3199,odds,noun,4.28
3200,peaceful,adjective,4.28
3201,philip,noun,4.28
3202,photographer,noun,4.28
3203,pin,verb,4.28
3204,prevention,noun,4.28
3205,printing,noun,4.28
3206,publicly,adverb,4.28
3207,pump,verb,4.28
3208,repeated,adjective,4.28
3209,revenge,noun,4.28
3210,satisfied,adjective,4.28
3211,slip,verb,4.28
3212,spare,verb,4.28
3213,specialist,noun,4.28
3214,stranger,noun,4.28
3215,surprising,adjective,4.28
3216,tap,verb,4.28
3217,thompson,noun,4.28
3218,tourism,noun,4.28
3219,turkish,adjective,4.28
3220,acceptable,adjective,4.27
3221,auction,noun,4.27
3222,challenging,adjective,4.27
3223,chaos,noun,4.27
3224,cleveland,noun,4.27
3225,cm,noun,4.27
3226,composed,adjective,4.27
3227,concentration,noun,4.27
3228,copper,noun,4.27
3229,corp,noun,4.27
3230,counting,noun,4.27
3231,dawn,noun,4.27
3232,dispute,verb,4.27
3233,earnings,noun,4.27
3234,firing,noun,4.27
3235,frequent,adjective,4.27
3236,hilarious,adjective,4.27
3237,margin,noun,4.27
3238,maryland,noun,4.27
3239,mechanism,noun,4.27
3240,moderate,adjective,4.27
3241,murray,noun,4.27
3242,oklahoma,noun,4.27
3243,opera,noun,4.27
3244,overcome,verb,4.27
3245,parallel,adjective,4.27
3246,passage,noun,4.27
3247,pit,noun,4.27
3248,psychological,adjective,4.27
3249,quest,noun,4.27
3250,radiation,noun,4.27
3251,sized,adjective,4.27
3252,stroke,noun,4.27
3253,stunning,adjective,4.27
3254,tokyo,noun,4.27
3255,tune,noun,4.27
3256,utility,noun,4.27
3257,vessel,noun,4.27
3258,weed,noun,4.27
3259,wherever,adverb,4.27
3260,corps,noun,4.27
3261,announce,verb,4.26
3262,requirement,noun,4.26
3263,instrument,noun,4.26
3264,acquisition,noun,4.26
3265,addressed,adjective,4.26
3266,alabama,noun,4.26
3267,anime,noun,4.26
3268,autumn,noun,4.26
3269,bold,adjective,4.26
3270,breathe,verb,4.26
3271,classical,adjective,4.26
3272,classified,adjective,4.26
3273,clip,noun,4.26
3274,conspiracy,noun,4.26
3275,controversy,noun,4.26
3276,convince,verb,4.26
3277,cooper,noun,4.26
3278,encounter,verb,4.26
3279,equality,noun,4.26
3280,exam,noun,4.26
3281,examination,noun,4.26
3282,federation,noun,4.26
3283,fiscal,adjective,4.26
3284,guardian,noun,4.26
3285,homeless,noun,4.26
3286,intervention,noun,4.26
3287,jerry,noun,4.26
3288,lover,noun,4.26
3289,mainstream,noun,4.26
3290,menu,noun,4.26
3291,missouri,noun,4.26
3292,mounted,adjective,4.26
3293,mutual,adjective,4.26
3294,offense,noun,4.26
3295,oral,adjective,4.26
3296,panic,noun,4.26
3297,pursue,verb,4.26
3298,realise,verb,4.26
3299,rip,verb,4.26
3300,ruined,adjective,4.26
3301,scope,noun,4.26
3302,segment,noun,4.26
3303,spectrum,noun,4.26
3304,ted,noun,4.26
3305,terror,noun,4.26
3306,va,noun,4.26
3307,venture,verb,4.26
3308,virtually,adverb,4.26
3309,warren,noun,4.26
3310,worn,adjective,4.26
3311,yea,noun,4.26
3312,ac,noun,4.25
3313,accompanied,adjective,4.25
3314,alpha,noun,4.25
3315,arrangement,noun,4.25
3316,brick,noun,4.25
3317,brooklyn,noun,4.25
3318,considerable,adjective,4.25
3319,conventional,adjective,4.25
3320,dvd,noun,4.25
3321,emperor,noun,4.25
3322,enormous,adjective,4.25
3323,focusing,noun,4.25
3324,forgive,verb,4.25
3325,garage,noun,4.25
3326,gathering,noun,4.25
3327,handled,adjective,4.25
3328,indonesia,noun,4.25
3329,inquiry,noun,4.25
3330,inspector,noun,4.25
3331,khan,noun,4.25
3332,li,noun,4.25
3333,lion,noun,4.25
3334,loaded,adjective,4.25
3335,lonely,adjective,4.25
3336,mercy,noun,4.25
3337,nevertheless,adverb,4.25
3338,oxygen,noun,4.25
3339,pipe,noun,4.25
3340,pissed,adjective,4.25
3341,poem,noun,4.25
3342,powder,noun,4.25
3343,racism,noun,4.25
3344,rude,adjective,4.25
3345,screw,noun,4.25
3346,seventh,adjective,4.25
3347,shelter,noun,4.25
3348,signature,noun,4.25
3349,sooner,adverb,4.25
3350,spider,noun,4.25
3351,stewart,noun,4.25
3352,tribute,noun,4.25
3353,trigger,noun,4.25
3354,vary,verb,4.25
3355,venue,noun,4.25
3356,shoe,noun,4.24
3357,democrat,noun,4.24
3358,gather,verb,4.24
3359,abc,noun,4.24
3360,abortion,noun,4.24
3361,accuracy,noun,4.24
3362,albert,noun,4.24
3363,artificial,adjective,4.24
3364,beneath,adverb,4.24
3365,bullet,noun,4.24
3366,consistently,adverb,4.24
3367,conversion,noun,4.24
3368,copyright,noun,4.24
3369,deposit,verb,4.24
3370,destination,noun,4.24
3371,dirt,noun,4.24
3372,diverse,adjective,4.24
3373,divine,adjective,4.24
3374,er,noun,4.24
3375,exclusively,adverb,4.24
3376,export,verb,4.24
3377,formerly,adverb,4.24
3378,functional,adjective,4.24
3379,grandfather,noun,4.24
3380,habit,noun,4.24
3381,harvard,noun,4.24
3382,isolated,adjective,4.24
3383,jealous,adjective,4.24
3384,lazy,adjective,4.24
3385,mama,noun,4.24
3386,marshall,noun,4.24
3387,mitchell,noun,4.24
3388,modified,adjective,4.24
3389,municipal,adjective,4.24
3390,naval,adjective,4.24
3391,nelson,noun,4.24
3392,neutral,adjective,4.24
3393,noble,adjective,4.24
3394,pat,verb,4.24
3395,poland,noun,4.24
3396,popularity,noun,4.24
3397,pussy,noun,4.24
3398,relate,verb,4.24
3399,robot,noun,4.24
3400,sacred,adjective,4.24
3401,spy,verb,4.24
3402,suspension,noun,4.24
3403,terrorism,noun,4.24
3404,terry,noun,4.24
3405,toxic,adjective,4.24
3406,treasury,noun,4.24
3407,tunnel,verb,4.24
3408,upgrade,verb,4.24
3409,warrant,verb,4.24
3410,wound,noun,4.24
3411,asset,noun,4.23
3412,photograph,verb,4.23
3413,expense,noun,4.23
3414,suggestion,noun,4.23
3415,aaron,noun,4.23
3416,actively,adverb,4.23
3417,afghanistan,noun,4.23
3418,ai,noun,4.23
3419,backing,noun,4.23
3420,baker,noun,4.23
3421,barcelona,noun,4.23
3422,blessed,adjective,4.23
3423,brazilian,adjective,4.23
3424,brush,verb,4.23
3425,burden,noun,4.23
3426,campbell,noun,4.23
3427,casual,adjective,4.23
3428,certified,adjective,4.23
3429,charter,noun,4.23
3430,chef,noun,4.23
3431,civilian,adjective,4.23
3432,coalition,noun,4.23
3433,cock,verb,4.23
3434,complain,verb,4.23
3435,controversial,adjective,4.23
3436,denver,noun,4.23
3437,differently,adverb,4.23
3438,discipline,noun,4.23
3439,disgusting,adjective,4.23
3440,dj,noun,4.23
3441,dominant,adjective,4.23
3442,essay,noun,4.23
3443,furthermore,adverb,4.23
3444,graphic,adjective,4.23
3445,healing,noun,4.23
3446,instantly,adverb,4.23
3447,invasion,noun,4.23
3448,jacob,noun,4.23
3449,laptop,noun,4.23
3450,legendary,adjective,4.23
3451,leo,noun,4.23
3452,maker,noun,4.23
3453,outdoor,adjective,4.23
3454,palm,noun,4.23
3455,parker,noun,4.23
3456,pole,noun,4.23
3457,pub,noun,4.23
3458,queensland,noun,4.23
3459,reception,noun,4.23
3460,recipe,noun,4.23
3461,regulatory,adjective,4.23
3462,rubber,noun,4.23
3463,serial,adjective,4.23
3464,shed,verb,4.23
3465,snake,noun,4.23
3466,stealing,noun,4.23
3467,strict,adjective,4.23
3468,subsequently,adverb,4.23
3469,substance,noun,4.23
3470,switzerland,noun,4.23
3471,syndrome,noun,4.23
3472,ultra,adjective,4.23
3473,unexpected,adjective,4.23
3474,usage,noun,4.23
3475,utah,noun,4.23
3476,folk,noun,4.22
3477,generate,verb,4.22
3478,employer,noun,4.22
3479,accidentally,adverb,4.22
3480,affordable,adjective,4.22
3481,amateur,noun,4.22
3482,argentina,noun,4.22
3483,baltimore,noun,4.22
3484,batman,noun,4.22
3485,bearing,noun,4.22
3486,bin,noun,4.22
3487,biology,noun,4.22
3488,bobby,noun,4.22
3489,briefly,adverb,4.22
3490,canal,noun,4.22
3491,charlotte,noun,4.22
3492,christopher,noun,4.22
3493,climb,verb,4.22
3494,completion,noun,4.22
3495,cruise,verb,4.22
3496,custody,noun,4.22
3497,delete,verb,4.22
3498,demonstrated,adjective,4.22
3499,departure,noun,4.22
3500,dig,verb,4.22
3501,evans,noun,4.22
3502,explosion,noun,4.22
3503,fever,noun,4.22
3504,fluid,noun,4.22
3505,gop,noun,4.22
3506,handsome,adjective,4.22
3507,ho,noun,4.22
3508,imagination,noun,4.22
3509,integration,noun,4.22
3510,integrity,noun,4.22
3511,interpretation,noun,4.22
3512,leaf,noun,4.22
3513,legitimate,adjective,4.22
3514,lightning,noun,4.22
3515,magical,adjective,4.22
3516,motivation,noun,4.22
3517,nasty,adjective,4.22
3518,oliver,noun,4.22
3519,outfit,noun,4.22
3520,pension,noun,4.22
3521,permit,verb,4.22
3522,perry,noun,4.22
3523,pleasant,adjective,4.22
3524,portrait,noun,4.22
3525,productive,adjective,4.22
3526,ron,noun,4.22
3527,safely,adverb,4.22
3528,slight,noun,4.22
3529,socialist,noun,4.22
3530,streaming,adjective,4.22
3531,sue,verb,4.22
3532,tension,noun,4.22
3533,thailand,noun,4.22
3534,touching,adjective,4.22
3535,twist,verb,4.22
3536,unemployment,noun,4.22
3537,unity,noun,4.22
3538,useless,adjective,4.22
3539,scientist,noun,4.21
3540,manufacturer,noun,4.21
3541,veteran,noun,4.21
3542,highlight,noun,4.21
3543,transaction,noun,4.21
3544,advocate,verb,4.21
3545,arc,noun,4.21
3546,backup,noun,4.21
3547,bitter,adjective,4.21
3548,blown,adjective,4.21
3549,cia,noun,4.21
3550,clever,adjective,4.21
3551,clinic,noun,4.21
3552,continuous,adjective,4.21
3553,correctly,adverb,4.21
3554,creator,noun,4.21
3555,detective,noun,4.21
3556,disability,noun,4.21
3557,dish,noun,4.21
3558,douglas,noun,4.21
3559,duck,verb,4.21
3560,egyptian,noun,4.21
3561,evaluation,noun,4.21
3562,excess,noun,4.21
3563,farming,noun,4.21
3564,fence,noun,4.21
3565,franklin,noun,4.21
3566,gradually,adverb,4.21
3567,gravity,noun,4.21
3568,hawaii,noun,4.21
3569,holder,noun,4.21
3570,hood,noun,4.21
3571,identical,adjective,4.21
3572,imperial,adjective,4.21
3573,ken,noun,4.21
3574,legally,adverb,4.21
3575,nail,verb,4.21
3576,nasa,noun,4.21
3577,nonsense,noun,4.21
3578,ontario,noun,4.21
3579,operational,adjective,4.21
3580,orleans,noun,4.21
3581,phoenix,noun,4.21
3582,poet,noun,4.21
3583,repeatedly,adverb,4.21
3584,robinson,noun,4.21
3585,sink,verb,4.21
3586,skip,verb,4.21
3587,slavery,noun,4.21
3588,snap,verb,4.21
3589,swedish,adjective,4.21
3590,swim,verb,4.21
3591,swiss,noun,4.21
3592,tennessee,noun,4.21
3593,transformation,noun,4.21
3594,vulnerable,adjective,4.21
3595,wealthy,adjective,4.21
3596,depend,verb,4.2
3597,prisoner,noun,4.2
3598,attract,verb,4.2
3599,implement,verb,4.2
3600,opponent,noun,4.2
3601,developer,noun,4.2
3602,additionally,adverb,4.2
3603,beta,noun,4.2
3604,blowing,noun,4.2
3605,bored,adjective,4.2
3606,bronze,noun,4.2
3607,bug,noun,4.2
3608,catching,noun,4.2
3609,cave,noun,4.2
3610,chronic,adjective,4.2
3611,cleared,adjective,4.2
3612,communicate,verb,4.2
3613,demonstrate,verb,4.2
3614,diagnosis,noun,4.2
3615,distinguished,adjective,4.2
3616,dose,noun,4.2
3617,eighth,adjective,4.2
3618,fa,noun,4.2
3619,flesh,noun,4.2
3620,flip,verb,4.2
3621,forty,adjective,4.2
3622,generous,adjective,4.2
3623,hated,adjective,4.2
3624,hr,noun,4.2
3625,jerusalem,noun,4.2
3626,laser,noun,4.2
3627,loyal,adjective,4.2
3628,marijuana,noun,4.2
3629,md,noun,4.2
3630,mentally,adverb,4.2
3631,occupation,noun,4.2
3632,patch,noun,4.2
3633,patience,noun,4.2
3634,pic,noun,4.2
3635,pollution,noun,4.2
3636,precisely,adverb,4.2
3637,privilege,noun,4.2
3638,punk,noun,4.2
3639,radar,noun,4.2
3640,resist,verb,4.2
3641,solely,adverb,4.2
3642,striking,adjective,4.2
3643,th,noun,4.2
3644,tourist,noun,4.2
3645,transit,noun,4.2
3646,trusted,adjective,4.2
3647,villa,noun,4.2
3648,wireless,noun,4.2
3649,wrap,verb,4.2
3650,wright,noun,4.2
3651,yoga,noun,4.2
3652,emotion,noun,4.19
3653,boot,noun,4.19
3654,mar,noun,4.19
3655,coin,verb,4.19
3656,adopt,verb,4.19
3657,alaska,noun,4.19
3658,bacteria,noun,4.19
3659,blade,noun,4.19
3660,bulk,noun,4.19
3661,cargo,noun,4.19
3662,census,noun,4.19
3663,christianity,noun,4.19
3664,coastal,adjective,4.19
3665,colored,adjective,4.19
3666,commentary,noun,4.19
3667,confusion,noun,4.19
3668,congressional,adjective,4.19
3669,corn,noun,4.19
3670,dealer,noun,4.19
3671,destiny,noun,4.19
3672,distant,adjective,4.19
3673,electronics,noun,4.19
3674,emphasis,noun,4.19
3675,excitement,noun,4.19
3676,exploration,noun,4.19
3677,filling,noun,4.19
3678,filming,noun,4.19
3679,glasgow,noun,4.19
3680,helen,noun,4.19
3681,humor,noun,4.19
3682,insight,noun,4.19
3683,lit,adjective,4.19
3684,louisiana,noun,4.19
3685,mississippi,noun,4.19
3686,nerve,noun,4.19
3687,nightmare,noun,4.19
3688,overnight,adjective,4.19
3689,partially,adverb,4.19
3690,pie,noun,4.19
3691,poster,noun,4.19
3692,pr,noun,4.19
3693,practically,adverb,4.19
3694,preserve,verb,4.19
3695,qualify,verb,4.19
3696,raid,verb,4.19
3697,ram,verb,4.19
3698,ranging,adjective,4.19
3699,respective,adjective,4.19
3700,restricted,adjective,4.19
3701,samuel,noun,4.19
3702,sandy,adjective,4.19
3703,scenario,noun,4.19
3704,sheep,noun,4.19
3705,situated,adjective,4.19
3706,stanley,noun,4.19
3707,sustainable,adjective,4.19
3708,taxi,noun,4.19
3709,threatening,adjective,4.19
3710,tobacco,noun,4.19
3711,trace,verb,4.19
3712,trapped,adjective,4.19
3713,turner,noun,4.19
3714,uncomfortable,adjective,4.19
3715,wasted,adjective,4.19
3716,weakness,noun,4.19
3717,widespread,adjective,4.19
3718,ranking,noun,4.19
3719,cancel,verb,4.18
3720,accepting,adjective,4.18
3721,accessible,adjective,4.18
3722,acknowledge,verb,4.18
3723,advisory,noun,4.18
3724,animation,noun,4.18
3725,assignment,noun,4.18
3726,balanced,adjective,4.18
3727,bare,adjective,4.18
3728,basement,noun,4.18
3729,bias,noun,4.18
3730,birmingham,noun,4.18
3731,carpet,noun,4.18
3732,ceiling,noun,4.18
3733,cherry,noun,4.18
3734,chill,noun,4.18
3735,classification,noun,4.18
3736,clue,noun,4.18
3737,cole,noun,4.18
3738,collapse,verb,4.18
3739,compound,verb,4.18
3740,conscious,adjective,4.18
3741,consecutive,adjective,4.18
3742,costume,noun,4.18
3743,devoted,adjective,4.18
3744,dominated,adjective,4.18
3745,earl,noun,4.18
3746,endless,adjective,4.18
3747,escaped,adjective,4.18
3748,examine,verb,4.18
3749,garbage,noun,4.18
3750,gospel,noun,4.18
3751,grain,noun,4.18
3752,grid,noun,4.18
3753,heating,noun,4.18
3754,identification,noun,4.18
3755,lap,noun,4.18
3756,liver,noun,4.18
3757,metro,noun,4.18
3758,metropolitan,adjective,4.18
3759,mixture,noun,4.18
3760,oak,noun,4.18
3761,parliamentary,adjective,4.18
3762,patent,noun,4.18
3763,perception,noun,4.18
3764,physician,noun,4.18
3765,portland,noun,4.18
3766,proceed,verb,4.18
3767,restore,verb,4.18
3768,rifle,noun,4.18
3769,rival,verb,4.18
3770,runner,noun,4.18
3771,sadly,adverb,4.18
3772,sc,noun,4.18
3773,significance,noun,4.18
3774,soap,noun,4.18
3775,spray,noun,4.18
3776,stressed,adjective,4.18
3777,structural,adjective,4.18
3778,suite,noun,4.18
3779,tropical,adjective,4.18
3780,ukrainian,noun,4.18
3781,unnecessary,adjective,4.18
3782,verse,noun,4.18
3783,victor,noun,4.18
3784,vintage,noun,4.18
3785,watson,noun,4.18
3786,rat,verb,4.17
3787,adapted,adjective,4.17
3788,adoption,noun,4.17
3789,anonymous,adjective,4.17
3790,artistic,adjective,4.17
3791,attendance,noun,4.17
3792,aviation,noun,4.17
3793,barrel,noun,4.17
3794,beloved,adjective,4.17
3795,bless,verb,4.17
3796,chuck,verb,4.17
3797,cinema,noun,4.17
3798,colonial,adjective,4.17
3799,compliance,noun,4.17
3800,contrary,adjective,4.17
3801,couch,noun,4.17
3802,crush,verb,4.17
3803,dam,noun,4.17
3804,decrease,verb,4.17
3805,diabetes,noun,4.17
3806,genre,noun,4.17
3807,gentle,adjective,4.17
3808,grammar,noun,4.17
3809,hiv,noun,4.17
3810,jam,verb,4.17
3811,kent,noun,4.17
3812,lease,noun,4.17
3813,lens,noun,4.17
3814,licensed,adjective,4.17
3815,loyalty,noun,4.17
3816,madison,noun,4.17
3817,magnetic,adjective,4.17
3818,mysterious,adjective,4.17
3819,notion,noun,4.17
3820,partial,adjective,4.17
3821,piss,verb,4.17
3822,propaganda,noun,4.17
3823,reflection,noun,4.17
3824,resolve,verb,4.17
3825,revolutionary,adjective,4.17
3826,scandal,noun,4.17
3827,shine,verb,4.17
3828,si,noun,4.17
3829,simultaneously,adverb,4.17
3830,substitute,verb,4.17
3831,surveillance,noun,4.17
3832,testimony,noun,4.17
3833,thai,adjective,4.17
3834,treasure,noun,4.17
3835,trophy,noun,4.17
3836,tweet,verb,4.17
3837,tyler,noun,4.17
3838,underlying,adjective,4.17
3839,unfair,adjective,4.17
3840,wa,noun,4.17
3841,dressing,noun,4.17
3842,politician,noun,4.16
3843,warrior,noun,4.16
3844,creature,noun,4.16
3845,acceptance,noun,4.16
3846,annually,adverb,4.16
3847,apologize,verb,4.16
3848,ash,noun,4.16
3849,aunt,noun,4.16
3850,benjamin,noun,4.16
3851,blake,noun,4.16
3852,bubble,noun,4.16
3853,casino,noun,4.16
3854,counsel,noun,4.16
3855,deadly,adjective,4.16
3856,desired,adjective,4.16
3857,determination,noun,4.16
3858,embrace,verb,4.16
3859,exhibit,verb,4.16
3860,gentleman,noun,4.16
3861,gm,noun,4.16
3862,halloween,noun,4.16
3863,hammer,noun,4.16
3864,hitler,noun,4.16
3865,icon,noun,4.16
3866,indigenous,adjective,4.16
3867,infinite,adjective,4.16
3868,installation,noun,4.16
3869,inter,verb,4.16
3870,iranian,noun,4.16
3871,laying,noun,4.16
3872,legislature,noun,4.16
3873,liability,noun,4.16
3874,maine,noun,4.16
3875,manhattan,noun,4.16
3876,marathon,noun,4.16
3877,marvel,verb,4.16
3878,moreover,adverb,4.16
3879,parade,noun,4.16
3880,paradise,noun,4.16
3881,perceived,adjective,4.16
3882,preliminary,adjective,4.16
3883,premiere,noun,4.16
3884,presidency,noun,4.16
3885,react,verb,4.16
3886,realistic,adjective,4.16
3887,retain,verb,4.16
3888,rocky,adjective,4.16
3889,satisfaction,noun,4.16
3890,scratch,verb,4.16
3891,shade,noun,4.16
3892,sheriff,noun,4.16
3893,shy,verb,4.16
3894,sometime,adverb,4.16
3895,sporting,adjective,4.16
3896,strictly,adverb,4.16
3897,sunshine,noun,4.16
3898,thou,noun,4.16
3899,tier,noun,4.16
3900,vancouver,noun,4.16
3901,vocal,adjective,4.16
3902,yield,verb,4.16
3903,farmer,noun,4.15
3904,accomplished,adjective,4.15
3905,admission,noun,4.15
3906,bacon,noun,4.15
3907,barrier,noun,4.15
3908,belgium,noun,4.15
3909,burst,verb,4.15
3910,cattle,noun,4.15
3911,cc,noun,4.15
3912,classroom,noun,4.15
3913,collins,noun,4.15
3914,compromise,noun,4.15
3915,convenient,adjective,4.15
3916,costa,noun,4.15
3917,crop,noun,4.15
3918,earthquake,noun,4.15
3919,elderly,adjective,4.15
3920,eliminate,verb,4.15
3921,embarrassing,adjective,4.15
3922,harbor,noun,4.15
3923,harvey,noun,4.15
3924,inform,verb,4.15
3925,ion,noun,4.15
3926,lesbian,noun,4.15
3927,mathematics,noun,4.15
3928,medication,noun,4.15
3929,minded,adjective,4.15
3930,morris,noun,4.15
3931,norway,noun,4.15
3932,par,noun,4.15
3933,podcast,verb,4.15
3934,portfolio,noun,4.15
3935,productivity,noun,4.15
3936,protocol,noun,4.15
3937,quietly,adverb,4.15
3938,rachel,noun,4.15
3939,replacing,noun,4.15
3940,salad,noun,4.15
3941,scholarship,noun,4.15
3942,smiling,adjective,4.15
3943,soup,noun,4.15
3944,southeast,noun,4.15
3945,stake,verb,4.15
3946,strain,noun,4.15
3947,swift,adjective,4.15
3948,tackle,verb,4.15
3949,timeline,noun,4.15
3950,torture,verb,4.15
3951,urgent,adjective,4.15
3952,vertical,adjective,4.15
3953,violation,noun,4.15
3954,wallet,noun,4.15
3955,welsh,noun,4.15
3956,workshop,noun,4.15
3957,wrapped,adjective,4.15
3958,screening,noun,4.15
3959,casting,noun,4.15
3960,instruction,noun,4.14
3961,aboard,adverb,4.14
3962,abstract,verb,4.14
3963,accent,noun,4.14
3964,addiction,noun,4.14
3965,awake,adjective,4.14
3966,beam,noun,4.14
3967,binding,noun,4.14
3968,blank,adjective,4.14
3969,buffalo,noun,4.14
3970,conviction,noun,4.14
3971,corrupt,adjective,4.14
3972,cow,noun,4.14
3973,curve,noun,4.14
3974,depressed,adjective,4.14
3975,duration,noun,4.14
